domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.healthcheck360.com.,DMARC1,none,default,mailto:61faa521345dd@ag.dmarcly.com,mailto:61faa521345dd@fo.dmarcly.com,none,default,default,default,default,default
_dmarc.henrico.us.,DMARC1,quarantine,default,mailto:geumlny8@ag.dmarcian.com,mailto:geumlny8@fr.dmarcian.com,quarantine,default,default,default,default,21600
_dmarc.hershey-sweetmail.com.,DMARC1,reject,100,default,default,default,default,default,default,default,default
_dmarc.hertz247.co.uk.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.hg69111.com.,spf1 include:_incspfcheck.mailspike.net -all,default,default,default,default,default,default,default,default,default,default
_dmarc.hotmaiil.com.,DMARC1,reject,100,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,1,default,default,default,default
_dmarc.hsx.com.,DMARC1,none,default,mailto:dff3671eea@rua.easydmarc.us,mailto:dff3671eea@ruf.easydmarc.us,default,1,default,default,default,default
_dmarc.hullypods.com.,DMARC1,reject,default,mailto:info@hullypods.com,default,default,default,default,default,default,default
_dmarc.husd.org.,DMARC1,none,default,mailto:537eed6c0e3e596@rep.dmarcanalyzer.com,mailto:537eed6c0e3e596@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.hyperjar.com.,DMARC1,quarantine,100,mailto:re+wtovtpjprq8@dmarc.postmarkapp.com,mailto:jeff.taylor@hyperjar.com,none,default,default,default,r,default
_dmarc.i-novarum.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.ice-education.co.uk.,DMARC1,quarantine,100,default,default,none,default,afrf,default,default,86400
_dmarc.icedrive.io.,DMARC1,reject,default,mailto:postmaster@icedrive.io,mailto:postmaster@icedrive.io,none,default,default,s,s,default
_dmarc.icontec.org.,DMARC1,reject,default,mailto:postmaster@icontec.org,default,default,default,default,r,default,default
_dmarc.idagio.com.,DMARC1,none,default,mailto:ipm4qtl@ar.glockapps.com,mailto:ipm4qtl@fr.glockapps.com,default,1,default,default,default,default
_dmarc.ientrynetwork.com.,DMARC1,none,default,mailto:bounce@ientrynetwork.com,default,default,default,default,default,default,default
_dmarc.immunomedics.com.,DMARC1,quarantine,default,mailto:dmarc-aggregate@immunomedics.com,mailto:dmarc-failure@immunomedics.com,reject,default,default,default,default,default
_dmarc.incotexkkm.ru.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.infoguidenigeria.com.,DMARC1,none,100,default,default,default,default,default,r,r,default
_dmarc.innophos.com.,DMARC1,none,default,mailto:dmarc@innophos.com,mailto:dmarc@innophos.com,default,0:1:d:s,default,default,default,default
_dmarc.insidetracker.com.,DMARC1,quarantine,default,"mailto:fec9f411f47e579@rep.dmarcanalyzer.com,mailto:infomail@segterra.com","mailto:fec9f411f47e579@for.dmarcanalyzer.com,mailto:infomail@segterra.com",default,1,default,default,default,default
_dmarc.invoicing.co.,DMARC1,reject,default,mailto:contact@invoiceninja.com,default,default,default,default,default,default,default
_dmarc.isba.org.,DMARC1,none,default,mailto:postmaster@isba.org,mailto:postmaster@isba.org,default,1,default,default,default,default
_dmarc.isifederal.com.,DMARC1,quarantine,default,default,default,default,default,default,default,r,default
_dmarc.islam.gov.my.,DMARC1,quarantine,10,mailto:rua.agensi@mygovuc.gov.my,mailto:ruf.agensi@mygovuc.gov.my,quarantine,default,default,r,r,86400
_dmarc.ispringmarket.com.,DMARC1,reject,100,mailto:98064f804ce5437@rep.dmarcanalyzer.com,mailto:98064f804ce5437@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.izumi.finance.,DMARC1,quarantine,default,mailto:macren000@gmail.com,default,default,default,default,default,default,default
_dmarc.jedi-robe.com.,DMARC1,none,100,default,default,none,0,afrf,r,r,86400
_dmarc.jula.com.,DMARC1,reject,100,mailto:it.dmarc.rua@jula.com,default,default,default,default,default,default,default
_dmarc.katefarms.com.,DMARC1,none,default,mailto:IT-notification@katefarms.com,default,default,default,default,default,default,default
_dmarc.kckcc.edu.,DMARC1,none,default,"mailto:kckccedu@rua.agari.com,mailto:dmarc@kckcc.edu","mailto:kckccedu@ruf.agari.com,mailto:dmarc@kckcc.edu",none,default,default,default,default,3600
_dmarc.kenable.co.uk.,DMARC1,quarantine,default,mailto:webmaster@kenable.co.uk,mailto:webmaster@kenable.co.uk,default,1,default,default,default,default
_dmarc.kim24.pl.,DMARC1,none,default,mailto:spam@kim24.pl,mailto:spam@kim24.pl,default,default,default,default,default,default
_dmarc.kitv.com.,DMARC1,none,default,mailto:dmarcadmins@weathergroup.com,default,default,default,default,default,default,default
_dmarc.knapp.com.,DMARC1,none,100,mailto:dmarc@knapp.com,default,default,default,default,default,default,default
_dmarc.konet.se.,DMARC1,quarantine,default,mailto:drift@vxa.se,default,default,default,default,default,default,default
_dmarc.korton.net.,DMARC1,none,80,default,default,default,default,default,r,r,default
_dmarc.kuwaitairways.com.,DMARC1,none,100,default,default,default,default,default,default,default,default
_dmarc.kyocera.com.,DMARC1,none,10,mailto:postmaster@kyocera.com,default,none,default,afrf,default,default,86400
_dmarc.latorre.com.gt.,DMARC1,none,100,mailto:reports@fiomga.com,default,default,default,default,default,default,default
_dmarc.lawallet.com.,DMARC1,reject,100,mailto:re+zfwtsyccqpa@dmarc.postmarkapp.com,default,reject,default,default,r,r,default
_dmarc.lazygeniouz.com.,DMARC1,none,default,mailto:dmarc_crap@lazygeniouz.com,default,default,default,default,default,default,default
_dmarc.lemmynsfw.com.,DMARC1,quarantine,default,"mailto:fa43e00763934e848bbf88f9e6eedb4b@dmarc-reports.cloudflare.net,mailto:6347f2e0da1e4b4a9db53cca28e566e2@dmarc-reports.cloudflare.net",default,default,default,default,default,default,default
_dmarc.limitlesstcg.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.linguise.com.,DMARC1,none,100,mailto:dmarc@smtp.mailtrap.live,mailto:dmarc@smtp.mailtrap.live,default,default,afrf,default,default,default
_dmarc.livechart.me.,DMARC1,reject,100,"mailto:46b1a8c773de431c9524bdb73a7d9d42@dmarc-reports.cloudflare.net,mailto:dmarc_agg@vali.email",mailto:dmarc-forensics@livechart.me,default,1,default,default,default,default
_dmarc.lojadeservicos.com.,DMARC1,reject,100,mailto:abuse@lojadeservicos.com,mailto:abuse@lojadeservicos.com,default,default,default,r,r,default
_dmarc.londonundercover.co.uk.,DMARC1,none,default,mailto:4b8eb478@mxtoolbox.dmarc-report.com,mailto:4b8eb478@forensics.dmarc-report.com,default,1,default,default,default,default
_dmarc.lopdnm.us.,DMARC1,none,default,"mailto:024aff21@mxtoolbox.dmarc-report.com,mailto:adrian.martinez@lopdnm.us",mailto:024aff21@forensics.dmarc-report.com,default,1,default,default,default,default
_dmarc.lovenskiold.no.,DMARC1,none,default,mailto:649447a5912cf@ag.dmarcly.com,mailto:649447a5912cf@fo.dmarcly.com,none,default,default,default,default,default
_dmarc.lv8bali.com.,DMARC1,quarantine,100,default,default,none,0,afrf,r,r,86400
_dmarc.maestrosis.com.,DMARC1,reject,100,default,default,default,default,default,default,default,default
_dmarc.magic-kinder.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,s,s,default
_dmarc.mann-ivanov-ferber.ru.,DMARC1,none,default,"mailto:gr6hv8es@ag.dmarcian.com,mailto:dmarc@mann-ivanov-ferber.ru","mailto:gr6hv8es@fr.dmarcian.com,mailto:dmarc@mann-ivanov-ferber.ru",reject,default,default,default,default,default
_dmarc.marieclaire.co.uk.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.max.gov.,DMARC1,reject,default,"mailto:dmarcreports@omb.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcreports@omb.gov,default,0:1:d:s,default,s,s,default
_dmarc.maxqda.com.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.mcmcllc.com.,DMARC1,none,default,mailto:d1b9adda4f04821@rep.dmarcanalyzer.com,mailto:d1b9adda4f04821@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.mea.or.th.,DMARC1,none,20,mailto:nwoperation@mea.or.th,default,default,default,default,default,default,default
_dmarc.mediaarea.net.,DMARC1,none,default,mailto:dmarc@mediaarea.net,mailto:dmarc-errors@mediaarea.net,default,0,default,default,s,default
_dmarc.medicalpark.com.tr.,DMARC1,reject,100,mailto:dm.bildirim@medicalpark.com.tr,default,default,default,afrf,default,default,86400
_dmarc.memberplanet.com.,DMARC1,reject,100,mailto:easy494051@easydmarc.com,mailto:ruf@rep.easydmarc.com,default,1,default,default,default,86400
_dmarc.metronomeonline.com.,DMARC1,none,default,mailto:8cf405129f6e444b828ac16022afe1cd@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.metropolitan.hu.,DMARC1,none,default,mailto:abuse@metropolitan.hu,default,default,default,default,default,default,default
_dmarc.mh-hannover.de.,DMARC1,none,100,mailto:postmaster@mh-hannover.de,default,default,default,default,default,default,default
_dmarc.miamigov.com.,DMARC1,quarantine,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.mikhmon.online.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.mobilefrs.com.,DMARC1,reject,default,mailto:dmarcreporting@frb.org,default,default,default,default,default,default,default
_dmarc.tdachat.com.,DMARC1,reject,100,default,default,reject,default,default,default,s,default
_dmarc.mocoapp.com.,DMARC1,quarantine,default,mailto:dmarc@mocoapp.uriports.com,mailto:dmarc@mocoapp.uriports.com,default,1,default,default,default,default
_dmarc.momice.com.,DMARC1,quarantine,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.moneyhero.com.hk.,DMARC1,none,default,mailto:dmarc@moneyhero.com.hk,default,default,default,default,default,default,default
_dmarc.mrmen.com.,DMARC1,quarantine,100,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,1,default,default,default,default
_dmarc.mspbots.ai.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.mundipagg.com.,DMARC1,reject,100,mailto:dmarcreports@mundipagg.com,mailto:dmarcforensics@mundipagg.com,reject,1,default,r,r,default
_dmarc.myetherwallet.com.,DMARC1,reject,100,mailto:re+qnrurtatv0t@dmarc.postmarkapp.com,mailto:failed@myetherwallet.com,reject,0,default,default,r, 3600
_dmarc.mygreencondo.net.,DMARC1,quarantine,20,"mailto:mgcone@mygreencondo.net,4ezp44sqtuz1ttu4ao6h@ezemrx.com","mailto:mgcone@mygreencondo.net,4ezp44sqtuz1ttu4ao6h@ezemrx.com",default,1,default,default,default,default
_dmarc.myknobs.com.,DMARC1,quarantine,default,mailto:rua@myknobs.com,mailto:ruf@myknobs.com,default,1:d:s,default,default,s,default
_dmarc.mymidlandmortgage.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,3600
_dmarc.nationalparks.org.,DMARC1,none,default,mailto:admin@nationalparks.org,default,default,default,default,default,default,default
_dmarc.ncbfaa.org.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.nclex.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.neighbor.com.,DMARC1,reject,100,mailto:ops+dmarc_aggregate_reports@neighbor.com,mailto:ops+dmarc_forensic_reports@neighbor.com,default,1,default,default,default,default
_dmarc.neoenergia.com.,DMARC1,quarantine,default,mailto:dmarc_rua@iberdrola.com,mailto:dmarc_ruf@iberdrola.com,default,1,default,default,default,default
_dmarc.neofinancial.com.,DMARC1,reject,100,"mailto:d510a99d@inbox.ondmarc.com,mailto:re+ctjw37tiw6k@dmarc.postmarkapp.com",mailto:d510a99d@inbox.ondmarc.com,default,1,default,default,default,3600
_dmarc.nethouse.ru.,DMARC1,reject,default,mailto:dmarc@nethouse.ru,default,default,default,default,default,default,default
_dmarc.neuf.fr.,DMARC1,quarantine,default,mailto:dmarc_report_agg@sfr.fr,mailto:dmarc_report_err@sfr.fr,reject,1,default,s,s,default
_dmarc.nextroll.com.,DMARC1,quarantine,default,mailto:letjwx2k@ag.dmarcian.com,mailto:letjwx2k@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.nicoletcollege.edu.,DMARC1,none,default,mailto:UnifiedCommTeam@nicoletcollege.edu,mailto:UnifiedCommTeam@nicoletcollege.edu,none,0:1:d:s,default,s,s,default
_dmarc.nth.ch.,DMARC1,none,100,mailto:dmarc_reports@nth.ch!10m,mailto:dmarc_reports@nth.ch!10m,none,default,afrf,s,s,86400
_dmarc.oem.com.mx.,DMARC1,none,default,mailto:0e10bda0@mxtoolbox.dmarc-report.com,mailto:0e10bda0@forensics.dmarc-report.com,default,1,default,default,default,default
_dmarc.office365itpros.com.,DMARC1,quarantine,100,default,default,default,default,default,default,default,default
_dmarc.okumafishingusa.com.,DMARC1,none,default,mailto:c2b8badfe8@rua.easydmarc.us,mailto:c2b8badfe8@ruf.easydmarc.us,default,1,default,default,default,default
_dmarc.onetravelspecials.com.,DMARC1,reject,100,mailto:dmarc_agg@dmarc.everest.email,mailto:dmarc_fr@dmarc.everest.email,default,1,afrf,default,default,default
_dmarc.onthenetoffice.com.,DMARC1,reject,default,mailto:rua+onthenetoffice.com@dmarc.barracudanetworks.com,mailto:ruf+onthenetoffice.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.openalerts.com.,DMARC1,reject,default,mailto:qojun7kz@ag.us.dmarcian.com,mailto:qojun7kz@fr.us.dmarcian.com,default,default,default,default,default,default
_dmarc.opentext.net.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.opentip.com.,DMARC1,none,5,"mailto:candy@opentip.com,angie@opentip.com",default,none,default,default,default,default,default
_dmarc.operationsmile.org.,DMARC1,none,default,mailto:demohx9l@ag.dmarcian.com,mailto:demohx9l@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.opticrisk.com.,DMARC1,reject,100,mailto:dmarc-rua@scm.ca,mailto:dmarc-ruf@scm.ca,default,1,default,default,default,default
_dmarc.oxatis.com.,DMARC1,none,default,mailto:easy180029@easydmarc.com,mailto:ruf@rep.easydmarc.com,default,1,default,default,default,default
_dmarc.p2tl.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.parasoft.com.,DMARC1,reject,100,mailto:efdb937186@rua.easydmarc.eu,mailto:efdb937186@ruf.easydmarc.eu,default,1,default,r,r,default
_dmarc.pay.com.,DMARC1,none,default,"mailto:96db9be8dbe548829dcedcb2d0658fdf@dmarc-reports.cloudflare.net,mailto:dmarc-reports@pay.com",default,default,default,default,default,default,default
_dmarc.pbsnc.org.,DMARC1,none,100,mailto:dmarc@tnius.com,mailto:dmarc@tnius.com,default,default,default,r,r,default
_dmarc.pearlandisd.org.,DMARC1,quarantine,100,default,default,default,default,default,default,default,default
_dmarc.pepejeans.com.,DMARC1,none,default,mailto:pepeshield@pepejeans.com,default,default,default,default,default,default,default
_dmarc.photosynthesis.bg.,spf1 a ip4:87.120.40.227,default,default,default,default,default,default,default,default,default,default
_dmarc.piesandtacos.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.pinbus.com.,DMARC1,none,default,mailto:dev@pinbus.com,default,default,default,default,default,default,default
_dmarc.pinfrafacturacion.com.mx.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.pkp-cargo.eu.,DMARC1,quarantine,default,mailto:dmarc@pkp-cargo.eu,default,default,default,default,default,default,default
_dmarc.planeandpilotmag.com.,DMARC1,none,default,mailto:6wzbbxmc@ag.dmarcian.com,mailto:6wzbbxmc@fr.dmarcian.com,default,1:d:s,default,default,default,default
_dmarc.plannerly.com.,DMARC1,none,default,mailto:clive@plannerly.com!10m,mailto:clive@plannerly.com!10m,default,1:d:s,default,default,default,default
_dmarc.polovinka.org.,DMARC1,none,default,default,default,none,default,default,default,r,default
_dmarc.pontomais.com.br.,default,default,default,default,default,default,default,default,default,default,default
_dmarc.portail-familles.app.,DMARC1,quarantine,100,mailto:re+ekrshixkuas@dmarc.postmarkapp.com,mailto:postmaster@portail-familles.app,quarantine,default,default,default,r,default
_dmarc.posilan.com.,DMARC1,none,100,mailto:dmarc-aggregate@posilan.com,mailto:dmarc-afrf@posilan.com,default,default,default,default,default,default
_dmarc.post.com.tr.,DMARC1,none,100,default,default,default,0,default,r,r,86400
_dmarc.postman.tech.,DMARC1,quarantine,100,mailto:qbykhjcw@ag.dmarcian.com,mailto:qbykhjcw@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.poundsterlinglive.com.,DMARC1,quarantine,100,mailto:admin@poundsterlinglive.com,mailto:admin@poundsterlinglive.com,none,1,default,r,r,86400
_dmarc.prattlive.com.,DMARC1,none,default,default,default,default,default,default,default,r,default
_dmarc.premierbet.com.,DMARC1,none,default,default,default,default,1,default,default,default,default
_dmarc.procor.com.,DMARC1,quarantine,default,mailto:wejqipgb@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.prodwaregroup.com.,DMARC1,none,100,default,default,default,default,default,default,default,default
_dmarc.professormesser.com.,DMARC1,none,default,mailto:re+76e1bfde7ab6@inbound.dmarcdigests.com,default,none,default,default,default,default,default
_dmarc.prospertx.gov.,DMARC1,none,default,"mailto:postmaster@prospertx.gov,mailto:rua+prospertx.gov@dmarc.barracudanetworks.com","mailto:postmaster@prospertx.gov,mailto:ruf+prospertx.gov@dmarc.barracudanetworks.com",none,1,default,default,default,86400
_dmarc.protect.inc.,DMARC1,none,default,mailto:mailer@protect.inc,default,default,1,default,default,default,default
_dmarc.prudential.com.my.,DMARC1,none,100,"mailto:pamb.dmarc.reporting@prudential.com.my,mailto:dmarc_agg@vali.email",mailto:pamb.dmarc.reporting@prudential.com.my,default,0:1:d:s,default,default,s,default
_dmarc.pubimgs.com.,DMARC1,reject,default,default,default,reject,default,default,s,s,default
_dmarc.purch.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.quriobot.com.,DMARC1,reject,100,mailto:dmarcreports@quriobot.com,default,default,default,default,default,default,default
_dmarc.rayusradiology.com.,DMARC1,none,default,"mailto:nc0t6b3j8b@rua.powerdmarc.com,mailto:dmarc_rua@cdirad.com","mailto:nc0t6b3j8b@ruf.powerdmarc.com,mailto:dmarc_rua@cdirad.com",default,1,default,default,default,default
_dmarc.rcophth.ac.uk.,DMARC1,none,default,mailto:dmarc@rcophth.uriports.com,mailto:dmarc@rcophth.uriports.com,default,1:d:s,default,default,default,default
_dmarc.readon.me.,DMARC1,none,default,mailto:admin@readon.me,default,default,default,default,default,default,default
_dmarc.readyforbed.co.uk.,DMARC1,reject,default,default,mailto:info@readyforbed.co.uk,default,1,default,default,default,default
_dmarc.realogy.com.,DMARC1,quarantine,default,mailto:41b3633887d3342@rep.dmarcanalyzer.com,mailto:41b3633887d3342@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.recaccess.com.,DMARC1,reject,100,mailto:dmarc@recaccess.com,mailto:dmarc@recaccess.com,reject,default,default,s,s,default
_dmarc.referapatient.org.,DMARC1,quarantine,100,default,default,default,1,default,default,default,default
_dmarc.reforge.com.,DMARC1,none,100,mailto:admin@reforge.com,default,default,default,default,default,default,default
_dmarc.remotelyanywhere.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,mailto:logmein-dmarc@datafeeds.phishlabs.com,default,default,default,default,default,default
_dmarc.reniec.gob.pe.,DMARC1,none,default,mailto:dmarc@reniec.gob.pe,default,default,default,default,default,default,default
_dmarc.replicahq.com.,DMARC1,none,default,mailto:dmarc-reports@replicahq.com,default,default,default,default,default,default,default
_dmarc.repvue.com.,DMARC1,none,100,mailto:hosting@repvue.com,default,default,default,default,s,s,default
_dmarc.restaurant-information.com.,DMARC1,quarantine,default,mailto:dmarc-rua@tripadvisor.com,default,default,default,default,default,default,default
_dmarc.retter.io.,DMARC1,none,100,mailto:admin@retter.io,mailto:admin@retter.io,none,1,default,r,r,86400
_dmarc.riversol.com.,DMARC1,reject,default,mailto:d113be6e058b4a18a4e0682fbbdaf27d@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.robbshop.nl.,DMARC1,quarantine,default,mailto:spam-reports@mkis.nl,default,none,default,default,default,default,default
_dmarc.rocketapps.com.,DMARC1,reject,default,"mailto:dmarc@rocketapps.com,mailto:dmarc_agg@vali.email",default,default,default,default,default,default,default
_dmarc.rockhal.lu.,DMARC1,none,default,mailto:dmarc-reports@lhisp.com,mailto:dmarc-reports@lhisp.com,none,default,default,default,default,86400
_dmarc.rotor.org.,DMARC1,none,default,"mailto:dmarc_agg@vali.email,mailto:atsadmin@rotor.org",default,default,default,default,default,default,default
_dmarc.rssground.com.,DMARC1,none,100,mailto:postmaster@rssground.com,default,default,default,default,default,default,default
_dmarc.ryansg.com.,DMARC1,none,default,"mailto:ruareports@ryansg.com,mailto:dmarc_agg@vali.email",default,default,default,default,default,default,default
_dmarc.safariland.com.,DMARC1,none,default,mailto:0edce7d9aa1c527@rep.dmarcanalyzer.com,mailto:0edce7d9aa1c527@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.safedrivingforlife.info.,DMARC1,none,default,mailto:0f1b00c2a74f658@rep.dmarcanalyzer.com,mailto:0f1b00c2a74f658@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.sanofi.de.,DMARC1,quarantine,default,mailto:093b247be21b620@rep.dmarcanalyzer.com,mailto:093b247be21b620@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.sbg.ac.at.,DMARC1,none,default,mailto:universitat-salzburg@rua.dmp.cisco.com,mailto:universitat-salzburg@ruf.dmp.cisco.com,default,1,default,default,default,3600
_dmarc.sbm.org.tr.,DMARC1,none,100,mailto:dmarc@sbm.org.tr,mailto:dmarc@sbm.org.tr,none,default,afrf,default,default,86400
_dmarc.schnepsmedia.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.scig.gov.hk.,DMARC1,quarantine,default,mailto:dmarc-rua@scig.gov.hk,mailto:dmarc-ruf@scig.gov.hk,default,1,default,default,default,default
_dmarc.scmgroup.com.,DMARC1,none,default,"mailto:2452fbeb@in.mailhardener.com,mailto:8beab88f@inbox.ondmarc.com,mailto:82e52c36c1@rua.easydmarc.eu","mailto:2452fbeb@in.mailhardener.com,mailto:8beab88f@inbox.ondmarc.com,mailto:82e52c36c1@ruf.easydmarc.eu",default,1,default,default,default,3600
_dmarc.semseoymas.com.,DMARC1,reject,default,mailto:sistemas@semseoymas.net,default,default,default,default,default,default,default
_dmarc.sfmc.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.shajgoj.com.,DMARC1,none,100,mailto:s@shajgoj.com,mailto:s@shajgoj.com,default,default,default,default,default,default
_dmarc.sheego.de.,DMARC1,reject,100,default,default,default,default,afrf,s,r,default
_dmarc.shift8web.com.,DMARC1,none,default,mailto:dmarc-reports@shift8web.com,default,default,default,default,default,default,default
_dmarc.shopstar.pe.,DMARC1,none,default,mailto:postmaster@shopstar.pe,default,default,default,default,default,default,default
_dmarc.sifma.org.,DMARC1,none,100,mailto:8ce08d30@inbox.ondmarc.com,mailto:8ce08d30@inbox.ondmarc.com,default,1,default,default,default,3600
_dmarc.simplify.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.singlife.com.,DMARC1,quarantine,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.sj.se.,DMARC1,none,default,mailto:dmarcar@sj.se,mailto:dmarcfr@sj.se,default,1,default,default,default,default
_dmarc.slimchickens.co.uk.,DMARC1,reject,100,mailto:58a2d7f0@inbox.ondmarc.com,mailto:58a2d7f0@inbox.ondmarc.com,default,1,default,default,default,3600
_dmarc.sodexousa.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.soluno.legal.,DMARC1,none,default,mailto:5yuc6v4d@ag.us.dmarcian.com,default,default,default,default,default,default,default
_dmarc.solusgrp.com.,DMARC1,none,100,mailto:itdept@bhs1.com,mailto:itdept@bhs1.com,default,default,default,default,default,default
_dmarc.sonendo.com.,DMARC1,none,default,mailto:rua+sonendo.com@dmarc.barracudanetworks.com,mailto:ruf+sonendo.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.sparkasse-hannover.de.,DMARC1,none,default,mailto:rua-report@sparkasse-hannover.de,default,default,default,default,default,default,default
_dmarc.spcle.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.speakright.my.,DMARC1,quarantine,100,default,default,none,0,afrf,r,r,86400
_dmarc.spiked-online.com.,DMARC1,none,default,mailto:wordpress@spiked-online.com,default,default,1,default,default,default,default
_dmarc.stage-entertainment.com.,DMARC1,reject,default,mailto:spam-reports@stage-entertainment.com,default,none,default,default,default,default,default
_dmarc.stclairsoft.com.,DMARC1,quarantine,default,mailto:dmarc@stclairsoft.com,default,default,default,default,default,default,default
_dmarc.steveweissmusic.com.,DMARC1,reject,100,mailto:dmarc_agg@vali.email,default,default,1,default,r,r,86400
_dmarc.stgpresents.org.,DMARC1,none,default,mailto:75e7947923244141a309fd48ef9daaf9@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.stibo.com.,DMARC1,quarantine,100,mailto:609939beb0120@dmarc.centerasecurity.com,mailto:dmarc@stibo.com,none,default,afrf,default,default,86400
_dmarc.streaming.com.au.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.studio-mcgee.com.,DMARC1,none,default,mailto:webadmin@mcgeeandco.com,default,default,default,default,default,default,default
_dmarc.sumday.com.,DMARC1,reject,default,mailto:bny-mellon@rua.agari.com,default,default,1,default,default,default,3600
_dmarc.sunbeltmh.com.,DMARC1,quarantine,30,"mailto:c38f5bf8a2fd41859fa00e049e76ec6a@dmarc-reports.cloudflare.net,mailto:dmarc@sunbeltmh.com",default,default,default,default,default,default,default
_dmarc.sunstateequip.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.suspensionlifts.com.,DMARC1,none,default,mailto:admin@suspensionlifts.com,default,default,default,default,default,default,default
_dmarc.sv-services.at.,default,default,default,default,default,default,default,default,default,default,default
_dmarc.syndromicsurveillance.org.,DMARC1,reject,default,"mailto:8idhoybh@ag.us.dmarcian.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:8idhoybh@fr.us.dmarcian.com,default,1,default,default,default,3600
_dmarc.t-mydocs.ru.,DMARC1,reject,default,default,default,default,default,default,s,s,default
_dmarc.talentquest.com.,DMARC1,quarantine,default,mailto:helpdesk@talentquest.com,mailto:infosec@talentquest.com,default,1,default,default,default,default
