domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.ptptn.gov.my.,DMARC1,quarantine,100,mailto:forensic@ptptn.gov.my,mailto:forensic@ptptn.gov.my,default,1,default,r,r,default
_dmarc.publyc.com.,DMARC1,reject,default,mailto:re+f1risbwqxqy@dmarc.postmarkapp.com,default,default,default,default,default,default,default
_dmarc.pwc.ca.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,1,default,default,default,default
_dmarc.qcc.edu.,DMARC1,none,default,default,default,none,1,default,default,default,default
_dmarc.radzen.com.,DMARC1,none,100,mailto:re+ajtytwqulf0@dmarc.postmarkapp.com,default, none,default,default,default,r,default
_dmarc.rcanalytics.com.,DMARC1,quarantine,100,mailto:admin@rcanalytics.com,default,default,default,default,default,default,default
_dmarc.regroup.com.,DMARC1,none,default,mailto:aggrep@regroup.com,mailto:forensic@regroup.com,none,1,default,r,r,default
_dmarc.rehovot.muni.il.,DMARC1,none,100,mailto:admins@rehovot.muni.il,mailto:admins@rehovot.muni.il,none,default,afrf,default,default,86400
_dmarc.reisbalans.nl.,DMARC1,quarantine,default,mailto:dmarc@reisbalans.uriports.com,mailto:dmarc@reisbalans.uriports.com,default,1:d:s,default,default,default,default
_dmarc.rescale.com.,DMARC1,reject,100,"mailto:postmaster@rescale.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarc@rescale.com,default,default,default,default,r,default
_dmarc.rpmliving.com.,DMARC1,none,default,mailto:dmarc@rpmliving.com,mailto:dmarc@rpmliving.com,default,default,default,default,default,default
_dmarc.sandrotracker.biz.,DMARC1,reject,default,mailto:admin@sandrotracker.biz,default,default,default,default,default,default,default
_dmarc.sbobet.com.,DMARC1,none,100,mailto:twcm@tidrive.net,default,default,default,default,default,default,default
_dmarc.schoolloop.com.,DMARC1,quarantine,100,mailto:dmarc@schoolloop.com,default,default,default,default,default,default,default
_dmarc.scoe.net.,DMARC1,quarantine,default,mailto:postmaster@scoe.net,mailto:postmaster@scoe.net,default,1:d:s,default,default,default,default
_dmarc.sfiqautomation.com.,DMARC1,reject,100,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,1,default,default,default,default
_dmarc.showmecables.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.signode.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.sili.com.br.,DMARC1,none,default,mailto:postmaster@sili.com.br,default,default,default,default,default,default,default
_dmarc.storagereview.com.,DMARC1,none,0,mailto:easy680085@easydmarc.com,mailto:ruf@rep.easydmarc.com,default,1,default,default,default,default
_dmarc.supabase.io.,DMARC1,reject,100,mailto:supabase-d@dmarc.report-uri.com,default,default,default,default,default,default,86400
_dmarc.sweedpos.com.,DMARC1,quarantine,100,mailto:security_email_alerts@sweedpos.com,default,default,default,default,r,r,default
_dmarc.t1v.com.,DMARC1,none,100,mailto:dmarc@t1v.com,mailto:dmarc@t1v.com,none,1,default,default,r,3600
_dmarc.tapptic.com.,DMARC1,quarantine,default,"mailto:dmarc@tapptic.com,mailto:69c0f285bb@rua.easydmarc.eu",mailto:69c0f285bb@ruf.easydmarc.eu,default,1,default,default,default,default
_dmarc.tarom.ro.,DMARC1,quarantine,100,mailto:postmaster@tarom.ro,mailto:postmaster@tarom.ro,none,1,afrf,r,r,86400
_dmarc.teamtreehouse.com.,DMARC1,reject,100,"mailto:dmarc-agg@teamtreehouse.com,mailto:dmarc_agg@vali.email",mailto:dmarc-for@teamtreehouse.com,default,1,afrf,r,r,86400
_dmarc.tenta.io.,DMARC1,none,100,mailto:re+kvoliy13ymp@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.timeapi.org.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.toa.st.,DMARC1,quarantine,100,"mailto:3183b0bc35ad464c954cb40c011902db@dmarc-reports.cloudflare.net,mailto:fcemailalert@gmail.com",default,quarantine,default,default,default,default,default
_dmarc.tochka.com.,DMARC1,quarantine,default,mailto:dmarc@tochka.com,default,default,default,default,default,default,default
_dmarc.torrentfreak.com.,DMARC1,reject,default,"mailto:fe82565141b04a209cc3aa3f48b7102e@dmarc-reports.cloudflare.net,mailto:c9caea9f3c31188@rep.dmarcanalyzer.com",mailto:c9caea9f3c31188@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.transtelco.net.,DMARC1,none,100,mailto:dmarc_agg@transtelco.net,mailto:dmarc_forensic@transtelco.net,default,1,default,default,default,default
_dmarc.trilogyhs.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.tukif.com.,DMARC1,none,default,mailto:dmarc-reports@tukif.com,default,default,default,default,default,default,default
_dmarc.ucalc.pro.,DMARC1,reject,100,mailto:report@ukit.com,default,default,default,default,default,default,default
_dmarc.udea.edu.co.,DMARC1,quarantine,10,mailto:administracioncorreo@udea.edu.co,mailto:administracioncorreo@udea.edu.co,quarantine,default,default,default,r,default
_dmarc.vegrecipesofindia.com.,DMARC1,quarantine,default,mailto:contact@vegrecipesofindia.com,default,default,default,default,default,default,default
_dmarc.ventraip.net.au.,DMARC1,none,default,"mailto:mailauth-reports@nexigen.digital,mailto:xesufix8@ag.au.dmarcian.com","mailto:mailauth-reports@nexigen.digital,mailto:xesufix8@fr.au.dmarcian.com",default,1,default,default,default,default
_dmarc.visper.tech.,DMARC1,reject,default,mailto:admin@visper.tech,mailto:admin@visper.tech,default,s,default,default,default,default
_dmarc.wealthfactory.com.,DMARC1,none,default,"mailto:554de6669ee2400e8fd3b4d724af998b@dmarc-reports.cloudflare.net,mailto:ipm25ki@ar.glockapps.com",mailto:ipm25ki@fr.glockapps.com,default,1,default,default,default,default
_dmarc.websiteout.net.,DMARC1,reject,100,default,mailto:report@no-address.com,default,s,default,default,s,default
_dmarc.wegift.io.,DMARC1,none,100,mailto:re+fn1hszguf8u@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.wigglecrc.com.,DMARC1,quarantine,100,mailto:dmarc.reports@wiggle.com,default,default,1,default,default,default,default
_dmarc.winxdvd.com.,DMARC1,none,default,mailto:dmarc_report@qiye.163.com,mailto:dmarc@qiye.163.com,none,default,default,default,default,default
_dmarc.wondrium.com.,DMARC1,quarantine,default,mailto:abuse@wondrium.com,mailto:abuse@wondrium.com,default,0,default,r,r,3600
_dmarc.wordle.com.,DMARC1,reject,default,mailto:dmarc@wordle.com,mailto:dmarc@wordle.com,none,default,default,s,s,default
_dmarc.worldsoccertalk.com.,DMARC1,none,default,default,mailto:dmarc-reports@tigertech.net,default,default,default,default,default,default
_dmarc.worley.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.wranglertjforum.com.,DMARC1,none,default,mailto:498680ee447b441d9aa01e5d8a5393ed@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.x-mol.com.,DMARC1,none,default,mailto:dmarc_report@qiye.163.com,mailto:dmarc@qiye.163.com,default,1,default,default,default,default
_dmarc.xp-pen.com.,DMARC1,none,default,mailto:dmarc_report@qiye.163.com,mailto:dmarc@qiye.163.com,default,1,default,default,default,default
_dmarc.yr.com.,DMARC1,none,100,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,r,r,default
_dmarc.zt.hu.,DMARC1,none,default,mailto:dmarc-reports@zt.hu,default,default,default,default,default,default,default
_dmarc.85cbakerycafe.com.,DMARC1,none,100,mailto:re+tpfomxxxukx@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.adcb.com.,DMARC1,reject,100,"mailto:rua@adcb.com,mailto:00bb168d@inbox.ondmarc.com,mailto:adcb.com@dmarca.imaphost.com","mailto:ruf@adcb.com,mailto:adcb.com@dmarcf.imaphost.com",reject,1,default,default,default,3600
_dmarc.adidas.cz.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,1,default,default,default,default
_dmarc.agh.edu.pl.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.airbnb.be.,DMARC1,reject,100,mailto:dmarc.aggregate@airbnb.com,mailto:dmarc.forensic@airbnb.com,default,1,default,r,r,default
_dmarc.apl.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.aportesenlinea.com.,DMARC1,reject,default,"mailto:porvenir@rua.agari.com,mailto:EMAIL_ABUSE@porvenir.com.co","mailto:porvenir@ruf.agari.com,mailto:EMAIL_ABUSE@porvenir.com.co",default,1,default,default,default,3600
_dmarc.ardenthealthsolutions.com.,DMARC1,none,default,mailto:web@ardenthealthsolutions.com,mailto:web@ardenthealthsolutions.com,default,1,default,default,default,default
_dmarc.atlas-sys.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.atlist.com.,DMARC1,none,default,mailto:61559339ea@rua.easydmarc.eu,mailto:61559339ea@ruf.easydmarc.eu,default,1,default,default,default,default
_dmarc.autodeskcommunications.com.,DMARC1,quarantine,default,"mailto:dmarc_agg@vali.email,mailto:valimailreports@autodeskcommunications.com",mailto:valimailreports@autodeskcommunications.com,default,1,default,default,default,default
_dmarc.azdes.gov.,DMARC1,none,default,mailto:dmarc_rua@arizona.gov,default,default,1,default,default,default,default
_dmarc.balglobal.com.,spf1 mx ip4:52.71.73.124 include:spf-001c0e01.pphosted.com include:mktomail.com include:chkmkt.com include:aspmx.pardot.com ~all,default,default,default,default,default,default,default,default,default,default
_dmarc.bancolafise.com.,DMARC1,quarantine,default,mailto:postmaster@bancolafise.com,default,default,default,default,default,default,default
_dmarc.barclaycard.de.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,1,default,default,default,default
_dmarc.bausch.com.,DMARC1,none,default,mailto:52jwurap@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.bestbuypromotions.ca.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.bestchoiceproducts.com.,DMARC1,none,default,mailto:dmarc@bestchoiceproducts.com,mailto:dmarc@bestchoiceproducts.com,default,1,default,default,default,default
_dmarc.betfanatics.com.,DMARC1,none,default,mailto:alert-it@betfanatics.com,default,default,default,default,default,default,default
_dmarc.bizedge.com.,DMARC1,quarantine,default,mailto:dmarc@bizedge.com,mailto:dmarc@bizedge.com,none,1,default,r,r,default
_dmarc.bmcdn.dk.,DMARC1,reject,100,mailto:zurbc63x@ag.eu.dmarcadvisor.com,mailto:zurbc63x@fr.eu.dmarcadvisor.com,default,1,default,default,default,default
_dmarc.bmwfs.com.,DMARC1,quarantine,default,"mailto:bgm.aggregate@bmwgroup.com,mailto:bmw@rua.dmp.cisco.com","mailto:bgm.forensic@bmwgroup.com,mailto:bmw@ruf.dmp.cisco.com",default,1,default,default,default,3600
_dmarc.bookpage.com.,DMARC1,none,default,mailto:rua-import-4154@sendforensics.com,default,default,default,default,default,default,default
_dmarc.bostonseaport.xyz.,spf1 ip4:52.72.210.18 ip4:34.201.196.33 ip4:172.31.9.138 ip4:172.31.39.16 include:us._netblocks.mimecast.com include:spf.protection.outlook.com ~all,default,default,default,default,default,default,default,default,default,default
_dmarc.callharbor.com.,DMARC1,none,100,mailto:re+h1xplyfzdvy@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.cargolux.com.,DMARC1,quarantine,default,mailto:dmarc-reports@cargolux.com,mailto:dmarc-reports@cargolux.com,default,0:1,default,default,default,default
_dmarc.catster.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.ccaiplatform.com.,DMARC1,reject,default,mailto:mailauth-reports@google.com,default,default,default,default,default,default,default
_dmarc.cgccomics.com.,DMARC1,none,default,mailto:f2c5abb4eb1a403@rep.dmarcanalyzer.com,mailto:f2c5abb4eb1a403@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.collaborationroom.ai.,DMARC1,reject,100,default,default,default,default,default,default,default,default
_dmarc.collectingcars.com.,DMARC1,none,default,mailto:tech+dmarc@collectingcars.com,default,default,default,default,default,default,default
_dmarc.compunetlab.com.,DMARC1,none,default,mailto:dmarc_aggregate@premierhealth.com,mailto:dmarc_forensic@premierhealth.com,none,default,default,default,default,default
_dmarc.coomeet.me.,spf1 include:coomeet.com -all,default,default,default,default,default,default,default,default,default,default
_dmarc.corporatescreening.com.,DMARC1,none,100,mailto:re+yjnovwyyz9t@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.cortfurnitureoutlet.com.,DMARC1,reject,100,"mailto:dmarc.aggregate@cort.com,mailto:re+jankahazjtt@dmarc.postmarkapp.com,mailto:dmarc_agg@vali.email",mailto:dmarc.failure@cort.com,default,1,default,default,r,default
_dmarc.courierpostonline.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.currencyrate.today.,DMARC1,none,default,mailto:107ae7a1033849d19c8a5d21a68cc4e9@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.dabblewriter.com.,DMARC1,reject,100,default,default,default,default,default,r,r,default
_dmarc.dakotasoft.com.,DMARC1,none,default,mailto:googleadmin@dakotasoft.com,default,default,default,default,default,default,default
_dmarc.dodea.edu.,DMARC1,none,100,"mailto:DMARC_REPORTING@dodea.edu,mailto:DMARC_reports@mail.mil",default,none,default,default,default,default,default
_dmarc.dopingtech.net.,DMARC1,none,100,mailto:admin@dopingtech.net,mailto:admin@dopingtech.net,none,default,afrf,default,default,86400
_dmarc.driverfix.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.easyway.info.,DMARC1,reject,default,mailto:info@eway.in.ua,mailto:info@eway.in.ua,default,s,default,default,default,default
_dmarc.eeds.com.,DMARC1,reject,default,mailto:7lbniwnk@ag.us.dmarcian.com,default,default,default,default,default,default,default
_dmarc.egcc.edu.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.electricmotorwholesale.com.,DMARC1,quarantine,default,"mailto:DMARC@electricmotorwholesale.com,mailto:dmarc_agg@vali.email",mailto:DMARC@electricmotorwholesale.com,default,default,default,default,default,default
_dmarc.engie-app.nl.,default,default,default,default,default,default,default,default,default,default,default
_dmarc.enigmasoftware.com.,DMARC1,none,default,mailto:sys-admins@enigmasoftwaregroup.com,default,default,default,default,default,default,default
_dmarc.epssanitas.com.,DMARC1,quarantine,default,mailto:seginfomail@keralty.com,mailto:seginfomail@keralty.com,default,1,default,default,default,default
_dmarc.evaboot.com.,DMARC1,quarantine,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,quarantine,default,afrf,default,default,86400
_dmarc.finya.de.,DMARC1,reject,default,mailto:mailauth-reports@finya.de,default,default,default,default,default,default,default
_dmarc.firemountaingems.com.,DMARC1,none,100,mailto:dmarc_agg@firemtn.com,mailto:dmarc_afrf@firemtn.com,none,default,afrf,default,default,default
_dmarc.gaintheedgeofficial.com.,DMARC1,none,default,mailto:adn5bmep@ag.eu.dmarcian.com,default,default,default,default,default,default,default
_dmarc.gamesalad.com.,DMARC1,quarantine,default,mailto:cx9cwe3h@ag.dmarcian.com,mailto:cx9cwe3h@fr.dmarcian.com,default,1,default,default,default,default
_dmarc.gatesnotes.com.,DMARC1,none,100,mailto:dmarcagg@gatesventures.com,mailto:dmarcfor@gatesventures.com,none,1,default,r,r,default
_dmarc.gdandtbasics.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.getlocalmeasure.com.,DMARC1,reject,100,default,mailto:dmarc@getlocalmeasure.com,default,default,default,default,default,default
_dmarc.gro.gov.uk.,DMARC1,reject,default,mailto:dmarc-rua@dmarc.service.gov.uk,default,reject,default,default,default,default,default
_dmarc.gtc.com.gt.,DMARC1,none,20,mailto:bagtgt_rua@dm.easysol.net,mailto:bagtgt_ruf@dm.easysol.net,default,1,default,r,r,86400
_dmarc.guidebook.com.,DMARC1,reject,default,mailto:63d4373313c34@ag.dmarcly.com,mailto:63d4373313c34@fo.dmarcly.com,none,0:1:d:s,default,default,default,default
_dmarc.hellosubscription.com.,DMARC1,reject,default,mailto:dmarc@hellosubscription.com,default,default,default,default,default,default,default
_dmarc.hentairead.com.,DMARC1,none,default,mailto:075baed57352466682bf26ca3749bc43@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.higheroneaccount.com.,DMARC1,reject,default,mailto:2ynhg3yt@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.hkej.com.,DMARC1,none,default,mailto:dmarc_bounce@hkej.com,mailto:dmarc_bounce@hkej.com,default,default,default,default,default,default
_dmarc.homewisedocs.com.,DMARC1,reject,default,mailto:dmarc_reporting@realpage.com,mailto:dmarc_reporting@realpage.com,default,1,default,default,default,default
_dmarc.hsbc.com.vn.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,3600
_dmarc.hubindustrial.com.,DMARC1,none,100,mailto:re+wjd3lmtoxoy@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.ibsplc.com.,DMARC1,quarantine,100,mailto:postmaster@ibsplc.com,mailto:postmaster@ibsplc.com,default,1,default,default,default,default
_dmarc.imb.org.,DMARC1,quarantine,100,mailto:c6c5278a87c9765@rep.dmarcanalyzer.com,mailto:c6c5278a87c9765@for.dmarcanalyzer.com,quarantine,0:1:d:s,default,default,s,default
_dmarc.industrialsafety.com.,DMARC1,reject,default,"mailto:christian.coughlin@industrialsafety.com,mailto:ca80b35f04@rua.easydmarc.asia",mailto:ca80b35f04@ruf.easydmarc.asia,default,1,default,default,default,default
_dmarc.infoquest.co.th.,DMARC1,none,default,mailto:iqmismonitor@gmail.com,default,default,default,default,default,default,default
_dmarc.instyle.de.,DMARC1,reject,default,mailto:b2afff3e21b5403eb10d19f495a698ae@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.investagrams.com.,DMARC1,quarantine,default,mailto:spam-email@investagrams.com,default,default,default,default,default,default,default
_dmarc.invitrogen.com.,DMARC1,quarantine,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.jhhc.com.,DMARC1,reject,default,mailto:twd3anjc@ag.dmarcian.com,mailto:twd3anjc@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.kailashconcepts.com.,DMARC1,none,default,mailto:225b8eefdec641a99868bb0fa827ac2f@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.katiecouric.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.kylos.pl.,DMARC1,none,default,default,default,none,default,default,default,default,default
_dmarc.lbgflex.com.,DMARC1,reject,default,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,default,default,default,default,default
_dmarc.lcsd.gov.hk.,DMARC1,quarantine,default,mailto:dmarc-report@lcsd.gov.hk,default,default,1,default,default,default,default
_dmarc.lemken.com.,DMARC1,quarantine,100,mailto:postmaster@lemken.com,mailto:postmaster@lemken.com,none,0,default,r,r,86400
_dmarc.lemlist.com.,DMARC1,none,default,mailto:dmarc@lemlist.com,default,default,default,default,default,default,default
_dmarc.lijstje.nl.,DMARC1,none,100,mailto:dmarc@lijstje.nl,mailto:dmarc@lijstje.nl,default,1,default,default,default,default
_dmarc.marklogic.com.,DMARC1,none,100,mailto:c503e53751ee581@rep.dmarcanalyzer.com,mailto:c503e53751ee581@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.markselectrical.co.uk.,DMARC1,none,100,"mailto:dmarc@markselectrical.co.uk,mailto:dmarc_agg@vali.email",default,default,default,default,default,default,default
_dmarc.marvelsnap.pro.,DMARC1,none,default,mailto:1bdbe7869c034559913b8ec519b7d792@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.masterbrand.com.,DMARC1,none,default,"mailto:DMARC@masterbrand.com, mailto:dmarc_rua@emaildefense.proofpoint.com",mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.mcssl.com.,DMARC1,none,100,mailto:abuse@mcssl.com,mailto:abuse@mcssl.com,default,default,default,default,default,default
_dmarc.medicalexpo.com.,DMARC1,none,100,"mailto:dmarc@virtual-expo.com,mailto:dmarc_agg@vali.email,mailto:prkc0to6@ag.eu.dmarcian.com",default,default,default,default,default,default,default
_dmarc.medimo.nl.,DMARC1,reject,100,mailto:dmarc+rua+medimo.nl@osso.nl,default,default,default,default,s,s,1209600
_dmarc.megapersonals.eu.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.merit.edu.,DMARC1,none,default,mailto:postmaster@merit.edu,default,default,default,default,default,default,default
_dmarc.meya.ai.,DMARC1,none,default,mailto:security@meya.ai,default,default,default,default,default,default,default
_dmarc.monocle.com.,DMARC1,quarantine,25,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.monto.io.,DMARC1,none,100,mailto:re+sgyxpnxdtus@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.moviebatchen.xyz.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.murena.io.,DMARC1,reject,100,mailto:postmaster@murena.io,mailto:admin@murena.io,reject,0,afrf,s,s,default
_dmarc.myhealthteam.com.,DMARC1,none,default,mailto:dmarcreports@myhealthteams.com,default,default,default,default,default,default,default
_dmarc.mymedicare.gov.,DMARC1,reject,default,"mailto:8idhoybh@ag.us.dmarcian.com, mailto:reports@dmarc.cyber.dhs.gov",mailto:8idhoybh@fr.us.dmarcian.com,default,1,default,default,default,3600
_dmarc.namic.org.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.nebraska.edu.,DMARC1,reject,default,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:ratp4ezz@ag.dmarcian.com","mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:ratp4ezz@fr.dmarcian.com",default,1,default,default,default,default
_dmarc.nvcc.edu.,DMARC1,quarantine,default,mailto:dmarc_agg@vali.email,default,default,default,afrf,default,default,default
_dmarc.oaisd.org.,DMARC1,none,100,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,1,default,default,default,default
_dmarc.ofc.ru.,DMARC1,quarantine,100,mailto:dmarc@open.ru,mailto:dmarc@open.ru,quarantine,1,default,r,r,default
_dmarc.ofgem.gov.uk.,DMARC1,reject,100,mailto:dmarc-rua@dmarc.service.gov.uk,mailto:dmarc@ofgem.gov.uk,default,default,default,default,default,default
_dmarc.omnibees.com.,DMARC1,quarantine,default,mailto:dmarc@ab2p8bsn.uriports.com,mailto:dmarc@ab2p8bsn.uriports.com,default,1:d:s,default,default,default,default
_dmarc.original.com.br.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.osgbilling.com.,DMARC1,none,100,"mailto:ecda7b29@inbox.ondmarc.com,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:zulsdwip@ag.dmarcian.com","mailto:ecda7b29@inbox.ondmarc.com, mailto:dmarc_ruf@emaildefense.proofpoint.com",default,1,default,default,default,3600
_dmarc.oxfordlearnersbookshelf.com.,default,default,default,default,default,default,default,default,default,default,default
_dmarc.parfois.com.,DMARC1,quarantine,default,mailto:infraestrutura.log@parfois.com,default,default,default,default,default,default,default
_dmarc.payclip.com.,DMARC1,quarantine,20,mailto:dmarc-mx@payclip.com,mailto:dmarc-mx@payclip.com,default,1,default,default,default,default
_dmarc.paymento.de.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.virtual-live-event.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.phoenixchildrens.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.plays.tv.,DMARC1,reject,default,mailto:fu9igrjt@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.porchlightbooks.com.,DMARC1,reject,90,default,default,none,default,afrf,r,r,604800
_dmarc.procarerx.com.,DMARC1,none,default,mailto:itsecurity@procarerx.com,default,default,default,default,r,r,default
_dmarc.pushground.com.,DMARC1,reject,default,mailto:dmarc@pushground.com,default,default,default,default,default,default,default
_dmarc.rakutentrade.my.,DMARC1,none,default,"mailto:dmarc@rakutentrade.my,mailto:7ef1aaa061@rua.easydmarc.asia","mailto:dmarc@rakutentrade.my,mailto:7ef1aaa061@ruf.easydmarc.asia",default,0:1,default,default,default,default
_dmarc.readingsd.org.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.rechargepayments.com.,DMARC1,quarantine,100,default,default,default,default,default,default,default,default
_dmarc.registria.com.,DMARC1,none,default,mailto:DMARC@registria.com,mailto:DMARC@registria.com,default,0,default,default,default,default
_dmarc.restek.com.,DMARC1,quarantine,100,"mailto:819be5bc72e04811bfd75d1f1f4d5bf6@dmarc-reports.cloudflare.net,mailto:uvrasyxu@ag.dmarcian.com",mailto:uvrasyxu@fr.dmarcian.com,default,1,default,default,default,default
_dmarc.retirementatwork.org.,DMARC1,none,default,mailto:tiaa@rua.agari.com,mailto:tiaa@ruf.agari.com,default,1,default,default,default,3600
_dmarc.rexnord.com.,DMARC1,none,100,mailto:dmarc_reports@rexnord.com,mailto:dmarc_reports@rexnord.com,default,1,default,default,default,default
_dmarc.rndc-usa.com.,DMARC1,none,default,mailto:adminrndc@rndc-usa.com,mailto:adminrndc@rndc-usa.com,default,1,default,default,default,86400
_dmarc.roxhillmedia.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.rueckgr.at.,DMARC1,quarantine,default,mailto:dmarc-reports@rueckgr.at,default,default,default,default,default,default,default
_dmarc.satruck.org.,DMARC1,none,100,mailto:support@satruck.org,mailto:support@satruck.org,default,default,afrf,default,default,default
_dmarc.scottscheapflights.com.,DMARC1,reject,100,mailto:re+sqv9fxefnjy@dmarc.postmarkapp.com,default,default,default,default,default,default,default
_dmarc.scspa.com.,DMARC1,reject,100,mailto:rua_dmarc@scspa.com,mailto:ruf_dmarc@scspa.com,reject,default,afrf,default,default,86400
_dmarc.securedportals.com.,spf1 ip4:198.246.190.232 ip4:108.163.221.250 ip4:108.163.221.251 ip4:108.163.221.252 ip4:108.163.221.253 include:abd.net include:spf.netsolmail.net -all,default,default,default,default,default,default,default,default,default,default
_dmarc.shawbusiness.ca.,DMARC1,quarantine,default,"mailto:dmarc_agg@vali.email,mailto:dmarc@sjrb.ca",mailto:mail.forensic@sjrb.ca,default,default,default,default,default,default
_dmarc.shrinerschildrens.org.,DMARC1,none,default,mailto:mcdigital@shrinenet.org,default,default,default,default,default,default,default
_dmarc.smartfit.com.br.,DMARC1,reject,default,mailto:dmarc.reports@smartfit.com.br,default,default,default,default,default,default,default
_dmarc.sondait.com.br.,DMARC1,quarantine,default,mailto:seguranca.informacao@sonda.com,default,default,default,default,default,default,default
